company,source,page,unit,side,block,row_index,item,col_index,equity_component,is_total_col,kind,value
PRG,20260513-prg-fs-1q2026-th.pdf,7,thousand,con,1,20,ก ําไรขาดทุนเบ็ดเสร็จอืนC สําหรับงวด,4,ําไรสะสม ยังไม่ไ ด้จัดสรร,False,movement,
PRG,20260513-prg-fs-1q2026-th.pdf,7,thousand,con,1,20,ก ําไรขาดทุนเบ็ดเสร็จอืนC สําหรับงวด,5,(ยังไม่ไ ด้ตรวจสอบ องค ์ประกอบอืนC ของส่วนของผถ้ ู อื หุน้ สํารองสําหรับ มูลค ่ายุตธิ รรม,False,movement,-140128.0
PRG,20260513-prg-fs-1q2026-th.pdf,7,thousand,con,1,20,ก ําไรขาดทุนเบ็ดเสร็จอืนC สําหรับงวด,6,แต่สอบทานแล้ว) (หน่วย: พันบาท) รวมส่วนของ ผถ้ ู อื หุน้,True,movement,-140128.0
PRG,20260513-prg-fs-1q2026-th.pdf,7,thousand,con,1,21,ก ําไรขาดทุนเบ็ดเสร็จรวมสําหรับงวด,0,ย่อย ทุนเรือนหุน้ ทีอC อกจําหน่ายและ ําระเต็มมูลค,False,movement,
PRG,20260513-prg-fs-1q2026-th.pdf,7,thousand,con,1,21,ก ําไรขาดทุนเบ็ดเสร็จรวมสําหรับงวด,1,ส่วนเก ิน ่าแล้ว มูลค ่าหุน้ สามัญ,False,movement,
PRG,20260513-prg-fs-1q2026-th.pdf,7,thousand,con,1,21,ก ําไรขาดทุนเบ็ดเสร็จรวมสําหรับงวด,2,ส่วนของผถ้ ู อื ส่วนตําC กว่าทุน จากการเปลียC นแปลง สัดส่วนการถือหุน้ ในบริษทั ย่อย,False,movement,
PRG,20260513-prg-fs-1q2026-th.pdf,7,thousand,con,1,21,ก ําไรขาดทุนเบ็ดเสร็จรวมสําหรับงวด,3,งบการเงินรวม หุน้ ของบริษทั ฯ ก จัดสรรแล้ว,False,movement,
PRG,20260513-prg-fs-1q2026-th.pdf,7,thousand,con,1,21,ก ําไรขาดทุนเบ็ดเสร็จรวมสําหรับงวด,4,ําไรสะสม ยังไม่ไ ด้จัดสรร,False,movement,5185.0
PRG,20260513-prg-fs-1q2026-th.pdf,7,thousand,con,1,21,ก ําไรขาดทุนเบ็ดเสร็จรวมสําหรับงวด,5,(ยังไม่ไ ด้ตรวจสอบ องค ์ประกอบอืนC ของส่วนของผถ้ ู อื หุน้ สํารองสําหรับ มูลค ่ายุตธิ รรม,False,movement,-140128.0
PRG,20260513-prg-fs-1q2026-th.pdf,7,thousand,con,1,21,ก ําไรขาดทุนเบ็ดเสร็จรวมสําหรับงวด,6,แต่สอบทานแล้ว) (หน่วย: พันบาท) รวมส่วนของ ผถ้ ู อื หุน้,True,movement,-134943.0
PRG,20260513-prg-fs-1q2026-th.pdf,7,thousand,con,1,22,ใบสําค ัญแสดงสิทธิใช้สิทธิซอืA หุน้ สามัญ (หมายเหตุ 9),0,ย่อย ทุนเรือนหุน้ ทีอC อกจําหน่ายและ ําระเต็มมูลค,False,movement,60.0
PRG,20260513-prg-fs-1q2026-th.pdf,7,thousand,con,1,22,ใบสําค ัญแสดงสิทธิใช้สิทธิซอืA หุน้ สามัญ (หมายเหตุ 9),1,ส่วนเก ิน ่าแล้ว มูลค ่าหุน้ สามัญ,False,movement,232.0
PRG,20260513-prg-fs-1q2026-th.pdf,7,thousand,con,1,22,ใบสําค ัญแสดงสิทธิใช้สิทธิซอืA หุน้ สามัญ (หมายเหตุ 9),2,ส่วนของผถ้ ู อื ส่วนตําC กว่าทุน จากการเปลียC นแปลง สัดส่วนการถือหุน้ ในบริษทั ย่อย,False,movement,
PRG,20260513-prg-fs-1q2026-th.pdf,7,thousand,con,1,22,ใบสําค ัญแสดงสิทธิใช้สิทธิซอืA หุน้ สามัญ (หมายเหตุ 9),3,งบการเงินรวม หุน้ ของบริษทั ฯ ก จัดสรรแล้ว,False,movement,
PRG,20260513-prg-fs-1q2026-th.pdf,7,thousand,con,1,22,ใบสําค ัญแสดงสิทธิใช้สิทธิซอืA หุน้ สามัญ (หมายเหตุ 9),4,ําไรสะสม ยังไม่ไ ด้จัดสรร,False,movement,
PRG,20260513-prg-fs-1q2026-th.pdf,7,thousand,con,1,22,ใบสําค ัญแสดงสิทธิใช้สิทธิซอืA หุน้ สามัญ (หมายเหตุ 9),5,(ยังไม่ไ ด้ตรวจสอบ องค ์ประกอบอืนC ของส่วนของผถ้ ู อื หุน้ สํารองสําหรับ มูลค ่ายุตธิ รรม,False,movement,
PRG,20260513-prg-fs-1q2026-th.pdf,7,thousand,con,1,22,ใบสําค ัญแสดงสิทธิใช้สิทธิซอืA หุน้ สามัญ (หมายเหตุ 9),6,แต่สอบทานแล้ว) (หน่วย: พันบาท) รวมส่วนของ ผถ้ ู อื หุน้,True,movement,292.0
PRG,20260513-prg-fs-1q2026-th.pdf,7,thousand,con,1,23,ยอดคงเหลือ ณ วันที1 31 มีนาคม 2569,0,ย่อย ทุนเรือนหุน้ ทีอC อกจําหน่ายและ ําระเต็มมูลค,False,balance,763385.0
PRG,20260513-prg-fs-1q2026-th.pdf,7,thousand,con,1,23,ยอดคงเหลือ ณ วันที1 31 มีนาคม 2569,1,ส่วนเก ิน ่าแล้ว มูลค ่าหุน้ สามัญ,False,balance,812658.0
PRG,20260513-prg-fs-1q2026-th.pdf,7,thousand,con,1,23,ยอดคงเหลือ ณ วันที1 31 มีนาคม 2569,2,ส่วนของผถ้ ู อื ส่วนตําC กว่าทุน จากการเปลียC นแปลง สัดส่วนการถือหุน้ ในบริษทั ย่อย,False,balance,-9991.0
PRG,20260513-prg-fs-1q2026-th.pdf,7,thousand,con,1,23,ยอดคงเหลือ ณ วันที1 31 มีนาคม 2569,3,งบการเงินรวม หุน้ ของบริษทั ฯ ก จัดสรรแล้ว,False,balance,96711.0
PRG,20260513-prg-fs-1q2026-th.pdf,7,thousand,con,1,23,ยอดคงเหลือ ณ วันที1 31 มีนาคม 2569,4,ําไรสะสม ยังไม่ไ ด้จัดสรร,False,balance,1679060.0
PRG,20260513-prg-fs-1q2026-th.pdf,7,thousand,con,1,23,ยอดคงเหลือ ณ วันที1 31 มีนาคม 2569,5,(ยังไม่ไ ด้ตรวจสอบ องค ์ประกอบอืนC ของส่วนของผถ้ ู อื หุน้ สํารองสําหรับ มูลค ่ายุตธิ รรม,False,balance,6083515.0
PRG,20260513-prg-fs-1q2026-th.pdf,7,thousand,con,1,23,ยอดคงเหลือ ณ วันที1 31 มีนาคม 2569,6,แต่สอบทานแล้ว) (หน่วย: พันบาท) รวมส่วนของ ผถ้ ู อื หุน้,True,balance,9425338.0
PRG,20260513-prg-fs-1q2026-th.pdf,7,thousand,con,1,24,,0,ย่อย ทุนเรือนหุน้ ทีอC อกจําหน่ายและ ําระเต็มมูลค,False,movement,
PRG,20260513-prg-fs-1q2026-th.pdf,7,thousand,con,1,24,,1,ส่วนเก ิน ่าแล้ว มูลค ่าหุน้ สามัญ,False,movement,
PRG,20260513-prg-fs-1q2026-th.pdf,7,thousand,con,1,24,,2,ส่วนของผถ้ ู อื ส่วนตําC กว่าทุน จากการเปลียC นแปลง สัดส่วนการถือหุน้ ในบริษทั ย่อย,False,movement,
PRG,20260513-prg-fs-1q2026-th.pdf,7,thousand,con,1,24,,3,งบการเงินรวม หุน้ ของบริษทั ฯ ก จัดสรรแล้ว,False,movement,
PRG,20260513-prg-fs-1q2026-th.pdf,7,thousand,con,1,24,,4,ําไรสะสม ยังไม่ไ ด้จัดสรร,False,movement,
PRG,20260513-prg-fs-1q2026-th.pdf,7,thousand,con,1,24,,5,(ยังไม่ไ ด้ตรวจสอบ องค ์ประกอบอืนC ของส่วนของผถ้ ู อื หุน้ สํารองสําหรับ มูลค ่ายุตธิ รรม,False,movement,
PRG,20260513-prg-fs-1q2026-th.pdf,7,thousand,con,1,24,,6,แต่สอบทานแล้ว) (หน่วย: พันบาท) รวมส่วนของ ผถ้ ู อื หุน้,True,movement,
PRG,20260513-prg-fs-1q2026-th.pdf,8,thousand,sep,0,10,ยอดคงเหลือ ณ วันที1 1 มกราคม 2568,0,ทุนเรือนหุน้ ทีอC อกจําหน่ายและ ําระเต็มมูลค,False,balance,727924.0
PRG,20260513-prg-fs-1q2026-th.pdf,8,thousand,sep,0,10,ยอดคงเหลือ ณ วันที1 1 มกราคม 2568,1,ส่วนเก ิน ่าแล้ว มูลค ่าหุน้ สามัญ,False,balance,670981.0
PRG,20260513-prg-fs-1q2026-th.pdf,8,thousand,sep,0,10,ยอดคงเหลือ ณ วันที1 1 มกราคม 2568,2,งบการเงินเฉพาะก ก จัดสรรแล้ว - สํารองตามกฎหมาย ยังไม่ไ,False,balance,96711.0
PRG,20260513-prg-fs-1q2026-th.pdf,8,thousand,sep,0,10,ยอดคงเหลือ ณ วันที1 1 มกราคม 2568,3,ิจการ ําไรสะสม ด้จัดสรร,False,balance,1857718.0
PRG,20260513-prg-fs-1q2026-th.pdf,8,thousand,sep,0,10,ยอดคงเหลือ ณ วันที1 1 มกราคม 2568,4,(ยังไม่ไ ด้ตรวจสอบ องค ์ประกอบอืนC ของส่วนของผถ้ ู อื หุน้ สํารองสําหรับ มูลค ่ายุตธิ รรม,False,balance,7220035.0
PRG,20260513-prg-fs-1q2026-th.pdf,8,thousand,sep,0,10,ยอดคงเหลือ ณ วันที1 1 มกราคม 2568,5,แต่สอบทานแล้ว) (หน่วย: พันบาท) รวมส่วนของ ผถ้ ู อื หุน้,True,balance,10573369.0
PRG,20260513-prg-fs-1q2026-th.pdf,8,thousand,sep,0,11,ขาดทุนสําหรับงวด -,0,ทุนเรือนหุน้ ทีอC อกจําหน่ายและ ําระเต็มมูลค,False,movement,
PRG,20260513-prg-fs-1q2026-th.pdf,8,thousand,sep,0,11,ขาดทุนสําหรับงวด -,1,ส่วนเก ิน ่าแล้ว มูลค ่าหุน้ สามัญ,False,movement,
PRG,20260513-prg-fs-1q2026-th.pdf,8,thousand,sep,0,11,ขาดทุนสําหรับงวด -,2,งบการเงินเฉพาะก ก จัดสรรแล้ว - สํารองตามกฎหมาย ยังไม่ไ,False,movement,
PRG,20260513-prg-fs-1q2026-th.pdf,8,thousand,sep,0,11,ขาดทุนสําหรับงวด -,3,ิจการ ําไรสะสม ด้จัดสรร,False,movement,-1679.0
PRG,20260513-prg-fs-1q2026-th.pdf,8,thousand,sep,0,11,ขาดทุนสําหรับงวด -,4,(ยังไม่ไ ด้ตรวจสอบ องค ์ประกอบอืนC ของส่วนของผถ้ ู อื หุน้ สํารองสําหรับ มูลค ่ายุตธิ รรม,False,movement,
PRG,20260513-prg-fs-1q2026-th.pdf,8,thousand,sep,0,11,ขาดทุนสําหรับงวด -,5,แต่สอบทานแล้ว) (หน่วย: พันบาท) รวมส่วนของ ผถ้ ู อื หุน้,True,movement,-1679.0
PRG,20260513-prg-fs-1q2026-th.pdf,8,thousand,sep,0,12,ก ําไรขาดทุนเบ็ดเสร็จอืนC สําหรับงวด -,0,ทุนเรือนหุน้ ทีอC อกจําหน่ายและ ําระเต็มมูลค,False,movement,
PRG,20260513-prg-fs-1q2026-th.pdf,8,thousand,sep,0,12,ก ําไรขาดทุนเบ็ดเสร็จอืนC สําหรับงวด -,1,ส่วนเก ิน ่าแล้ว มูลค ่าหุน้ สามัญ,False,movement,
PRG,20260513-prg-fs-1q2026-th.pdf,8,thousand,sep,0,12,ก ําไรขาดทุนเบ็ดเสร็จอืนC สําหรับงวด -,2,งบการเงินเฉพาะก ก จัดสรรแล้ว - สํารองตามกฎหมาย ยังไม่ไ,False,movement,
PRG,20260513-prg-fs-1q2026-th.pdf,8,thousand,sep,0,12,ก ําไรขาดทุนเบ็ดเสร็จอืนC สําหรับงวด -,3,ิจการ ําไรสะสม ด้จัดสรร,False,movement,
PRG,20260513-prg-fs-1q2026-th.pdf,8,thousand,sep,0,12,ก ําไรขาดทุนเบ็ดเสร็จอืนC สําหรับงวด -,4,(ยังไม่ไ ด้ตรวจสอบ องค ์ประกอบอืนC ของส่วนของผถ้ ู อื หุน้ สํารองสําหรับ มูลค ่ายุตธิ รรม,False,movement,-1556104.0
PRG,20260513-prg-fs-1q2026-th.pdf,8,thousand,sep,0,12,ก ําไรขาดทุนเบ็ดเสร็จอืนC สําหรับงวด -,5,แต่สอบทานแล้ว) (หน่วย: พันบาท) รวมส่วนของ ผถ้ ู อื หุน้,True,movement,-1556104.0
PRG,20260513-prg-fs-1q2026-th.pdf,8,thousand,sep,0,13,ก ําไรขาดทุนเบ็ดเสร็จรวมสําหรับงวด -,0,ทุนเรือนหุน้ ทีอC อกจําหน่ายและ ําระเต็มมูลค,False,movement,
PRG,20260513-prg-fs-1q2026-th.pdf,8,thousand,sep,0,13,ก ําไรขาดทุนเบ็ดเสร็จรวมสําหรับงวด -,1,ส่วนเก ิน ่าแล้ว มูลค ่าหุน้ สามัญ,False,movement,
PRG,20260513-prg-fs-1q2026-th.pdf,8,thousand,sep,0,13,ก ําไรขาดทุนเบ็ดเสร็จรวมสําหรับงวด -,2,งบการเงินเฉพาะก ก จัดสรรแล้ว - สํารองตามกฎหมาย ยังไม่ไ,False,movement,
PRG,20260513-prg-fs-1q2026-th.pdf,8,thousand,sep,0,13,ก ําไรขาดทุนเบ็ดเสร็จรวมสําหรับงวด -,3,ิจการ ําไรสะสม ด้จัดสรร,False,movement,-1679.0
PRG,20260513-prg-fs-1q2026-th.pdf,8,thousand,sep,0,13,ก ําไรขาดทุนเบ็ดเสร็จรวมสําหรับงวด -,4,(ยังไม่ไ ด้ตรวจสอบ องค ์ประกอบอืนC ของส่วนของผถ้ ู อื หุน้ สํารองสําหรับ มูลค ่ายุตธิ รรม,False,movement,-1556104.0
PRG,20260513-prg-fs-1q2026-th.pdf,8,thousand,sep,0,13,ก ําไรขาดทุนเบ็ดเสร็จรวมสําหรับงวด -,5,แต่สอบทานแล้ว) (หน่วย: พันบาท) รวมส่วนของ ผถ้ ู อื หุน้,True,movement,-1557783.0
PRG,20260513-prg-fs-1q2026-th.pdf,8,thousand,sep,0,14,ใบสําค ัญแสดงสิทธิใช้สิทธิซอืA หุน้ สามัญ,0,ทุนเรือนหุน้ ทีอC อกจําหน่ายและ ําระเต็มมูลค,False,movement,34924.0
PRG,20260513-prg-fs-1q2026-th.pdf,8,thousand,sep,0,14,ใบสําค ัญแสดงสิทธิใช้สิทธิซอืA หุน้ สามัญ,1,ส่วนเก ิน ่าแล้ว มูลค ่าหุน้ สามัญ,False,movement,139679.0
PRG,20260513-prg-fs-1q2026-th.pdf,8,thousand,sep,0,14,ใบสําค ัญแสดงสิทธิใช้สิทธิซอืA หุน้ สามัญ,2,งบการเงินเฉพาะก ก จัดสรรแล้ว - สํารองตามกฎหมาย ยังไม่ไ,False,movement,
PRG,20260513-prg-fs-1q2026-th.pdf,8,thousand,sep,0,14,ใบสําค ัญแสดงสิทธิใช้สิทธิซอืA หุน้ สามัญ,3,ิจการ ําไรสะสม ด้จัดสรร,False,movement,
PRG,20260513-prg-fs-1q2026-th.pdf,8,thousand,sep,0,14,ใบสําค ัญแสดงสิทธิใช้สิทธิซอืA หุน้ สามัญ,4,(ยังไม่ไ ด้ตรวจสอบ องค ์ประกอบอืนC ของส่วนของผถ้ ู อื หุน้ สํารองสําหรับ มูลค ่ายุตธิ รรม,False,movement,
PRG,20260513-prg-fs-1q2026-th.pdf,8,thousand,sep,0,14,ใบสําค ัญแสดงสิทธิใช้สิทธิซอืA หุน้ สามัญ,5,แต่สอบทานแล้ว) (หน่วย: พันบาท) รวมส่วนของ ผถ้ ู อื หุน้,True,movement,174603.0
PRG,20260513-prg-fs-1q2026-th.pdf,8,thousand,sep,0,15,ยอดคงเหลือ ณ วันที1 31 มีนาคม 2568,0,ทุนเรือนหุน้ ทีอC อกจําหน่ายและ ําระเต็มมูลค,False,balance,762848.0
PRG,20260513-prg-fs-1q2026-th.pdf,8,thousand,sep,0,15,ยอดคงเหลือ ณ วันที1 31 มีนาคม 2568,1,ส่วนเก ิน ่าแล้ว มูลค ่าหุน้ สามัญ,False,balance,810660.0
PRG,20260513-prg-fs-1q2026-th.pdf,8,thousand,sep,0,15,ยอดคงเหลือ ณ วันที1 31 มีนาคม 2568,2,งบการเงินเฉพาะก ก จัดสรรแล้ว - สํารองตามกฎหมาย ยังไม่ไ,False,balance,96711.0
PRG,20260513-prg-fs-1q2026-th.pdf,8,thousand,sep,0,15,ยอดคงเหลือ ณ วันที1 31 มีนาคม 2568,3,ิจการ ําไรสะสม ด้จัดสรร,False,balance,1856039.0
PRG,20260513-prg-fs-1q2026-th.pdf,8,thousand,sep,0,15,ยอดคงเหลือ ณ วันที1 31 มีนาคม 2568,4,(ยังไม่ไ ด้ตรวจสอบ องค ์ประกอบอืนC ของส่วนของผถ้ ู อื หุน้ สํารองสําหรับ มูลค ่ายุตธิ รรม,False,balance,5663931.0
PRG,20260513-prg-fs-1q2026-th.pdf,8,thousand,sep,0,15,ยอดคงเหลือ ณ วันที1 31 มีนาคม 2568,5,แต่สอบทานแล้ว) (หน่วย: พันบาท) รวมส่วนของ ผถ้ ู อื หุน้,True,balance,9190189.0
PRG,20260513-prg-fs-1q2026-th.pdf,8,thousand,sep,1,17,ยอดคงเหลือ ณ วันที1 1 มกราคม 2569,0,ทุนเรือนหุน้ ทีอC อกจําหน่ายและ ําระเต็มมูลค,False,balance,763325.0
PRG,20260513-prg-fs-1q2026-th.pdf,8,thousand,sep,1,17,ยอดคงเหลือ ณ วันที1 1 มกราคม 2569,1,ส่วนเก ิน ่าแล้ว มูลค ่าหุน้ สามัญ,False,balance,812426.0
PRG,20260513-prg-fs-1q2026-th.pdf,8,thousand,sep,1,17,ยอดคงเหลือ ณ วันที1 1 มกราคม 2569,2,งบการเงินเฉพาะก ก จัดสรรแล้ว - สํารองตามกฎหมาย ยังไม่ไ,False,balance,96711.0
PRG,20260513-prg-fs-1q2026-th.pdf,8,thousand,sep,1,17,ยอดคงเหลือ ณ วันที1 1 มกราคม 2569,3,ิจการ ําไรสะสม ด้จัดสรร,False,balance,1830199.0
PRG,20260513-prg-fs-1q2026-th.pdf,8,thousand,sep,1,17,ยอดคงเหลือ ณ วันที1 1 มกราคม 2569,4,(ยังไม่ไ ด้ตรวจสอบ องค ์ประกอบอืนC ของส่วนของผถ้ ู อื หุน้ สํารองสําหรับ มูลค ่ายุตธิ รรม,False,balance,5886232.0
PRG,20260513-prg-fs-1q2026-th.pdf,8,thousand,sep,1,17,ยอดคงเหลือ ณ วันที1 1 มกราคม 2569,5,แต่สอบทานแล้ว) (หน่วย: พันบาท) รวมส่วนของ ผถ้ ู อื หุน้,True,balance,9388893.0
PRG,20260513-prg-fs-1q2026-th.pdf,8,thousand,sep,1,18,ขาดทุนสําหรับงวด,0,ทุนเรือนหุน้ ทีอC อกจําหน่ายและ ําระเต็มมูลค,False,movement,
PRG,20260513-prg-fs-1q2026-th.pdf,8,thousand,sep,1,18,ขาดทุนสําหรับงวด,1,ส่วนเก ิน ่าแล้ว มูลค ่าหุน้ สามัญ,False,movement,
PRG,20260513-prg-fs-1q2026-th.pdf,8,thousand,sep,1,18,ขาดทุนสําหรับงวด,2,งบการเงินเฉพาะก ก จัดสรรแล้ว - สํารองตามกฎหมาย ยังไม่ไ,False,movement,
PRG,20260513-prg-fs-1q2026-th.pdf,8,thousand,sep,1,18,ขาดทุนสําหรับงวด,3,ิจการ ําไรสะสม ด้จัดสรร,False,movement,-347.0
PRG,20260513-prg-fs-1q2026-th.pdf,8,thousand,sep,1,18,ขาดทุนสําหรับงวด,4,(ยังไม่ไ ด้ตรวจสอบ องค ์ประกอบอืนC ของส่วนของผถ้ ู อื หุน้ สํารองสําหรับ มูลค ่ายุตธิ รรม,False,movement,
PRG,20260513-prg-fs-1q2026-th.pdf,8,thousand,sep,1,18,ขาดทุนสําหรับงวด,5,แต่สอบทานแล้ว) (หน่วย: พันบาท) รวมส่วนของ ผถ้ ู อื หุน้,True,movement,-347.0
PRG,20260513-prg-fs-1q2026-th.pdf,8,thousand,sep,1,19,ก ําไรขาดทุนเบ็ดเสร็จอืนC สําหรับงวด,0,ทุนเรือนหุน้ ทีอC อกจําหน่ายและ ําระเต็มมูลค,False,movement,
PRG,20260513-prg-fs-1q2026-th.pdf,8,thousand,sep,1,19,ก ําไรขาดทุนเบ็ดเสร็จอืนC สําหรับงวด,1,ส่วนเก ิน ่าแล้ว มูลค ่าหุน้ สามัญ,False,movement,
PRG,20260513-prg-fs-1q2026-th.pdf,8,thousand,sep,1,19,ก ําไรขาดทุนเบ็ดเสร็จอืนC สําหรับงวด,2,งบการเงินเฉพาะก ก จัดสรรแล้ว - สํารองตามกฎหมาย ยังไม่ไ,False,movement,
PRG,20260513-prg-fs-1q2026-th.pdf,8,thousand,sep,1,19,ก ําไรขาดทุนเบ็ดเสร็จอืนC สําหรับงวด,3,ิจการ ําไรสะสม ด้จัดสรร,False,movement,
PRG,20260513-prg-fs-1q2026-th.pdf,8,thousand,sep,1,19,ก ําไรขาดทุนเบ็ดเสร็จอืนC สําหรับงวด,4,(ยังไม่ไ ด้ตรวจสอบ องค ์ประกอบอืนC ของส่วนของผถ้ ู อื หุน้ สํารองสําหรับ มูลค ่ายุตธิ รรม,False,movement,-133380.0
PRG,20260513-prg-fs-1q2026-th.pdf,8,thousand,sep,1,19,ก ําไรขาดทุนเบ็ดเสร็จอืนC สําหรับงวด,5,แต่สอบทานแล้ว) (หน่วย: พันบาท) รวมส่วนของ ผถ้ ู อื หุน้,True,movement,-133380.0
PRG,20260513-prg-fs-1q2026-th.pdf,8,thousand,sep,1,20,ก ําไรขาดทุนเบ็ดเสร็จรวมสําหรับงวด,0,ทุนเรือนหุน้ ทีอC อกจําหน่ายและ ําระเต็มมูลค,False,movement,
PRG,20260513-prg-fs-1q2026-th.pdf,8,thousand,sep,1,20,ก ําไรขาดทุนเบ็ดเสร็จรวมสําหรับงวด,1,ส่วนเก ิน ่าแล้ว มูลค ่าหุน้ สามัญ,False,movement,
PRG,20260513-prg-fs-1q2026-th.pdf,8,thousand,sep,1,20,ก ําไรขาดทุนเบ็ดเสร็จรวมสําหรับงวด,2,งบการเงินเฉพาะก ก จัดสรรแล้ว - สํารองตามกฎหมาย ยังไม่ไ,False,movement,
PRG,20260513-prg-fs-1q2026-th.pdf,8,thousand,sep,1,20,ก ําไรขาดทุนเบ็ดเสร็จรวมสําหรับงวด,3,ิจการ ําไรสะสม ด้จัดสรร,False,movement,-347.0
PRG,20260513-prg-fs-1q2026-th.pdf,8,thousand,sep,1,20,ก ําไรขาดทุนเบ็ดเสร็จรวมสําหรับงวด,4,(ยังไม่ไ ด้ตรวจสอบ องค ์ประกอบอืนC ของส่วนของผถ้ ู อื หุน้ สํารองสําหรับ มูลค ่ายุตธิ รรม,False,movement,-133380.0
PRG,20260513-prg-fs-1q2026-th.pdf,8,thousand,sep,1,20,ก ําไรขาดทุนเบ็ดเสร็จรวมสําหรับงวด,5,แต่สอบทานแล้ว) (หน่วย: พันบาท) รวมส่วนของ ผถ้ ู อื หุน้,True,movement,-133727.0
PRG,20260513-prg-fs-1q2026-th.pdf,8,thousand,sep,1,21,ใบสําค ัญแสดงสิทธิใช้สิทธิซอืA หุน้ สามัญ (หมายเหตุ 9),0,ทุนเรือนหุน้ ทีอC อกจําหน่ายและ ําระเต็มมูลค,False,movement,60.0
PRG,20260513-prg-fs-1q2026-th.pdf,8,thousand,sep,1,21,ใบสําค ัญแสดงสิทธิใช้สิทธิซอืA หุน้ สามัญ (หมายเหตุ 9),1,ส่วนเก ิน ่าแล้ว มูลค ่าหุน้ สามัญ,False,movement,232.0
PRG,20260513-prg-fs-1q2026-th.pdf,8,thousand,sep,1,21,ใบสําค ัญแสดงสิทธิใช้สิทธิซอืA หุน้ สามัญ (หมายเหตุ 9),2,งบการเงินเฉพาะก ก จัดสรรแล้ว - สํารองตามกฎหมาย ยังไม่ไ,False,movement,
PRG,20260513-prg-fs-1q2026-th.pdf,8,thousand,sep,1,21,ใบสําค ัญแสดงสิทธิใช้สิทธิซอืA หุน้ สามัญ (หมายเหตุ 9),3,ิจการ ําไรสะสม ด้จัดสรร,False,movement,
PRG,20260513-prg-fs-1q2026-th.pdf,8,thousand,sep,1,21,ใบสําค ัญแสดงสิทธิใช้สิทธิซอืA หุน้ สามัญ (หมายเหตุ 9),4,(ยังไม่ไ ด้ตรวจสอบ องค ์ประกอบอืนC ของส่วนของผถ้ ู อื หุน้ สํารองสําหรับ มูลค ่ายุตธิ รรม,False,movement,
PRG,20260513-prg-fs-1q2026-th.pdf,8,thousand,sep,1,21,ใบสําค ัญแสดงสิทธิใช้สิทธิซอืA หุน้ สามัญ (หมายเหตุ 9),5,แต่สอบทานแล้ว) (หน่วย: พันบาท) รวมส่วนของ ผถ้ ู อื หุน้,True,movement,292.0
PRG,20260513-prg-fs-1q2026-th.pdf,8,thousand,sep,1,22,ยอดคงเหลือ ณ วันที1 31 มีนาคม 2569,0,ทุนเรือนหุน้ ทีอC อกจําหน่ายและ ําระเต็มมูลค,False,balance,763385.0
PRG,20260513-prg-fs-1q2026-th.pdf,8,thousand,sep,1,22,ยอดคงเหลือ ณ วันที1 31 มีนาคม 2569,1,ส่วนเก ิน ่าแล้ว มูลค ่าหุน้ สามัญ,False,balance,812658.0
PRG,20260513-prg-fs-1q2026-th.pdf,8,thousand,sep,1,22,ยอดคงเหลือ ณ วันที1 31 มีนาคม 2569,2,งบการเงินเฉพาะก ก จัดสรรแล้ว - สํารองตามกฎหมาย ยังไม่ไ,False,balance,96711.0
PRG,20260513-prg-fs-1q2026-th.pdf,8,thousand,sep,1,22,ยอดคงเหลือ ณ วันที1 31 มีนาคม 2569,3,ิจการ ําไรสะสม ด้จัดสรร,False,balance,1829852.0
PRG,20260513-prg-fs-1q2026-th.pdf,8,thousand,sep,1,22,ยอดคงเหลือ ณ วันที1 31 มีนาคม 2569,4,(ยังไม่ไ ด้ตรวจสอบ องค ์ประกอบอืนC ของส่วนของผถ้ ู อื หุน้ สํารองสําหรับ มูลค ่ายุตธิ รรม,False,balance,5752852.0
PRG,20260513-prg-fs-1q2026-th.pdf,8,thousand,sep,1,22,ยอดคงเหลือ ณ วันที1 31 มีนาคม 2569,5,แต่สอบทานแล้ว) (หน่วย: พันบาท) รวมส่วนของ ผถ้ ู อื หุน้,True,balance,9255458.0
PRG,20260513-prg-fs-1q2026-th.pdf,8,thousand,sep,1,23,,0,ทุนเรือนหุน้ ทีอC อกจําหน่ายและ ําระเต็มมูลค,False,movement,
PRG,20260513-prg-fs-1q2026-th.pdf,8,thousand,sep,1,23,,1,ส่วนเก ิน ่าแล้ว มูลค ่าหุน้ สามัญ,False,movement,
PRG,20260513-prg-fs-1q2026-th.pdf,8,thousand,sep,1,23,,2,งบการเงินเฉพาะก ก จัดสรรแล้ว - สํารองตามกฎหมาย ยังไม่ไ,False,movement,
PRG,20260513-prg-fs-1q2026-th.pdf,8,thousand,sep,1,23,,3,ิจการ ําไรสะสม ด้จัดสรร,False,movement,
PRG,20260513-prg-fs-1q2026-th.pdf,8,thousand,sep,1,23,,4,(ยังไม่ไ ด้ตรวจสอบ องค ์ประกอบอืนC ของส่วนของผถ้ ู อื หุน้ สํารองสําหรับ มูลค ่ายุตธิ รรม,False,movement,
PRG,20260513-prg-fs-1q2026-th.pdf,8,thousand,sep,1,23,,5,แต่สอบทานแล้ว) (หน่วย: พันบาท) รวมส่วนของ ผถ้ ู อื หุน้,True,movement,
SAT,20260514-sat-fs-1q2026-th.pdf,9,thousand,con,0,10,ยอดคงเหลือ ณ วันที่ 1 มกราคม 2568,0,ทุน ที่ออกและ ชาระแล้ว,False,balance,425194.0
